countrycode,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
CAF,,2154.74965,1886.69475,414.454253,,1341.30591,1711.4279500000002,556.72959,,1049.5383900000002,994.89637,350.53345,992.8344099999998,1865.04405,350.53345,1492.86015,826.84653,2065.87915,350.53345,893.8602900000002,2345.48105,562.91547,350.53345,1137.1717599999997,,706.2218,1460.3841499999999,2135.16105,809.3198600000001,515.49036,520.64527,,695.9119900000001,635.0841399999999,,701.0669,1294.80872,1095.9325,2676.42605,4385.79195,2300.11795,963.96698,1235.1148699999999,1085.62268,840.24927,,,,747.4610299999999,350.53345,350.53345,1700.0871499999998,1336.151,350.53345,988.71051,1243.36273,685.6021800000001,1591.8342499999999,348.47148860000004,350.53345,350.53345,1884.63265,350.53345,740.24414,350.53345,,618.58844,1714.5208499999999,350.53345,953.6571700000001,1409.35055,,1473.2714500000002,843.34223,1128.92389,1438.2181500000002,350.53345,2201.14385,,912.41791,,688.6951300000001,683.5402200000001,912.41791,350.53345,1106.24231,350.53345,914.47992,,1091.49927,688.6951300000001,1234.0839300000002,1529.9753500000002,1025.8258099999998,739.21317,350.53345,1377.39025,568.07038,769.31781,350.53345,1327.90314,1084.59174,721.6865,1180.4729,763.9567,703.12885,1199.03058,626.83628,1206.24744,1626.88755,1069.12702,1319.65534,,951.59522,597.9688100000001,350.53345,350.53345,350.53345,,,705.1908000000001,,478.37506,1118.6140799999998,1547.50205,917.57282,621.68137,556.72959,1005.20618,587.6590100000001,847.46616,769.11161,652.61081,,891.79834,1362.9564500000001,905.20105,664.9825800000001,743.3371,564.97743,,1607.2989499999999,2042.47595,779.42142,350.53345,479.40604,593.8449,,811.38184,843.34223,2147.32665,907.263,1034.07367,1000.05127,1077.37482,1252.64154,350.53345,825.81555,,350.53345,1005.20618,489.71584,,1224.80512,350.53345,1144.38861,1021.70191,1555.7498500000002,1910.4072500000002,1636.16635,618.58844,1335.12,1595.95815,551.57469,505.18056,1641.32125,440.22877,1516.57265,846.43518,912.41791,350.53345,350.53345,350.53345,567.0394,,797.9790700000001,1969.1730499999999,,1555.7498500000002,1241.30078,635.0841399999999,848.49713,938.19245,891.79834,843.34223,1262.95136,1113.45917,1172.2251,,2128.97525,1080.46778,672.1994400000001,1030.98072,634.05313,938.19245,1345.42981,2309.39675,,,943.34735,1241.30078,1515.5416500000001,525.80017,348.47148860000004,1247.48664,922.7277200000002,723.74848
CAN,,2137.2229700000003,1869.16807,396.927573,,1323.77923,1693.90127,539.20291,,1032.01171,977.36969,333.00677,975.3077299999998,1847.51737,333.00677,1475.33347,809.3198500000001,2048.3524700000003,333.00677,876.3336100000001,2327.95437,545.38879,333.00677,1119.6450799999998,,688.6951200000001,1442.85747,2117.63437,791.79318,497.96368000000007,503.11859000000004,1063.9721,,617.55746,,683.5402200000001,1277.28204,1078.40582,2658.89937,4368.26527,2282.59127,946.4403,1217.58819,1068.0959999999998,822.7225900000001,,,,729.93435,333.00677,333.00677,1682.56047,1318.6243200000001,333.00677,971.18383,1225.8360500000001,668.0755,1574.30757,330.94480860000004,333.00677,333.00677,1867.10597,333.00677,722.7174600000001,333.00677,,601.06176,1696.99417,333.00677,936.13049,1391.82387,,1455.74477,825.81555,1111.39721,1420.69147,333.00677,2183.61717,,894.89123,,671.16845,666.01354,894.89123,333.00677,1088.71563,333.00677,896.95324,,1073.97259,671.16845,1216.55725,1512.44867,1008.2991299999999,721.68649,333.00677,1359.86357,550.5437000000001,751.7911300000001,333.00677,1310.37646,1067.0650600000001,704.1598200000001,1162.94622,746.43002,685.60217,1181.5039000000002,609.3096,1188.7207600000002,1609.36087,1051.60034,1302.12866,,934.06854,580.44213,333.00677,333.00677,333.00677,,,687.66412,,460.84838,1101.0874,1529.9753699999999,900.0461399999999,604.1546900000001,539.20291,987.6795,570.13233,829.93948,751.58493,635.08413,,874.2716600000001,1345.42977,887.67437,647.4559,725.81042,547.45075,,1589.77227,2024.94927,761.89474,333.00677,461.87936,576.31822,,793.8551600000001,825.81555,2129.79997,889.73632,1016.54699,982.52459,1059.84814,1235.11486,333.00677,808.2888700000001,,333.00677,987.6795,472.18916,,1207.27844,333.00677,1126.86193,1004.17523,1538.22317,1892.88057,1618.63967,601.06176,1317.59332,1578.43147,534.04801,487.65388,1623.79457,422.70209,1499.04597,828.9085,894.89123,333.00677,333.00677,333.00677,549.5127200000001,,780.45239,1951.64637,,1538.22317,1223.7741,617.55746,830.97045,920.6657700000001,874.2716600000001,825.81555,1245.42468,1095.9324900000001,1154.69842,,2111.44857,1062.9410999999998,654.67276,1013.4540400000001,616.5264500000001,920.6657700000001,1327.90313,2291.87007,,,925.8206700000001,1223.7741,1498.01497,508.27349000000004,330.94480860000004,1229.9599600000001,905.2010400000001,706.2218
CHE,,2088.76689,1820.71199,348.47149299999995,,1275.32315,1645.4451900000001,490.74683,,983.5556300000001,928.9136100000001,284.55069,926.8516499999998,1799.06129,284.55069,1426.87739,760.8637699999999,1999.89639,284.55069,827.8775300000002,2279.49829,496.93271,284.55069,1071.1889999999999,,640.2390399999999,1394.40139,2069.17829,743.3371,449.5076,454.66251,1015.51602,629.92923,,,635.0841399999999,1228.82596,1029.94974,2610.44329,4319.80919,2234.13519,897.98422,1169.13211,1019.6399199999998,774.2665099999999,,,,681.47827,284.55069,284.55069,1634.10439,1270.16824,284.55069,922.72775,1177.37997,619.61942,1525.85149,282.4887286,284.55069,284.55069,1818.6498900000001,284.55069,674.2613799999999,284.55069,,552.6056799999999,1648.53809,284.55069,887.6744100000001,1343.36779,,1407.28869,777.35947,1062.94113,1372.23539,284.55069,2135.16109,,846.43515,,622.71237,617.55746,846.43515,284.55069,1040.25955,284.55069,848.4971599999999,,1025.51651,622.71237,1168.1011700000001,1463.99259,959.8430499999997,673.2304099999999,284.55069,1311.40749,502.08762,703.3350499999999,284.55069,1261.92038,1018.60898,655.7037399999999,1114.4901399999999,697.97394,637.14609,1133.0478200000002,560.8535199999999,1140.2646800000002,1560.90479,1003.14426,1253.67258,,885.61246,531.98605,284.55069,284.55069,284.55069,,,639.20804,,412.3923,1052.6313199999997,1481.51929,851.59006,555.6986099999999,490.74683,939.22342,521.67625,781.4834,703.12885,586.62805,,825.81558,1296.97369,839.21829,598.99982,677.35434,498.99467,,1541.31619,1976.4931900000001,713.43866,284.55069,413.42328,527.86214,,745.39908,777.35947,2081.34389,841.28024,968.0909099999999,934.0685100000001,1011.3920599999999,1186.65878,284.55069,759.8327899999999,,284.55069,939.22342,423.73308,,1158.82236,284.55069,1078.4058499999999,955.7191499999999,1489.76709,1844.42449,1570.18359,552.6056799999999,1269.13724,1529.97539,485.59192999999993,439.1978,1575.33849,374.24600999999996,1450.58989,780.45242,846.43515,284.55069,284.55069,284.55069,501.05664,,731.99631,1903.19029,,1489.76709,1175.3180200000002,569.10138,782.51437,872.2096899999999,825.81558,777.35947,1196.9686,1047.4764100000002,1106.24234,,2062.99249,1014.4850199999998,606.21668,964.9979599999999,568.0703699999999,872.2096899999999,1279.44705,2243.41399,,,877.3645899999999,1175.3180200000002,1449.55889,459.81741,282.4887286,1181.5038800000002,856.7449600000002,657.76572
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,2154.74965,1886.69475,414.454253,,1341.30591,1711.4279500000002,556.72959,,1049.5383900000002,994.89637,350.53345,992.8344099999998,1865.04405,350.53345,1492.86015,826.84653,2065.87915,350.53345,893.8602900000002,2345.48105,562.91547,350.53345,1137.1717599999997,,706.2218,1460.3841499999999,2135.16105,809.3198600000001,515.49036,520.64527,1081.49878,695.9119900000001,635.0841399999999,,,1294.80872,1095.9325,2676.42605,4385.79195,2300.11795,963.96698,1235.1148699999999,1085.62268,840.24927,,,,747.4610299999999,350.53345,350.53345,1700.0871499999998,1336.151,350.53345,988.71051,1243.36273,685.6021800000001,1591.8342499999999,348.47148860000004,350.53345,350.53345,1884.63265,350.53345,740.24414,350.53345,,618.58844,1714.5208499999999,350.53345,953.6571700000001,1409.35055,,1473.2714500000002,843.34223,1128.92389,1438.2181500000002,350.53345,2201.14385,,912.41791,,688.6951300000001,683.5402200000001,912.41791,350.53345,1106.24231,350.53345,914.47992,,1091.49927,688.6951300000001,1234.0839300000002,1529.9753500000002,1025.8258099999998,739.21317,350.53345,1377.39025,568.07038,769.31781,350.53345,1327.90314,1084.59174,721.6865,1180.4729,763.9567,703.12885,1199.03058,626.83628,1206.24744,1626.88755,1069.12702,1319.65534,,951.59522,597.9688100000001,350.53345,350.53345,350.53345,,,705.1908000000001,,478.37506,1118.6140799999998,1547.50205,917.57282,621.68137,556.72959,1005.20618,587.6590100000001,847.46616,769.11161,652.61081,,891.79834,1362.9564500000001,905.20105,664.9825800000001,743.3371,564.97743,,1607.2989499999999,2042.47595,779.42142,350.53345,479.40604,593.8449,,811.38184,843.34223,2147.32665,907.263,1034.07367,1000.05127,1077.37482,1252.64154,350.53345,825.81555,,350.53345,1005.20618,489.71584,,1224.80512,350.53345,1144.38861,1021.70191,1555.7498500000002,1910.4072500000002,1636.16635,618.58844,1335.12,1595.95815,551.57469,505.18056,1641.32125,440.22877,1516.57265,846.43518,912.41791,350.53345,350.53345,350.53345,567.0394,,797.9790700000001,1969.1730499999999,,1555.7498500000002,1241.30078,635.0841399999999,848.49713,938.19245,891.79834,843.34223,1262.95136,1113.45917,1172.2251,,2128.97525,1080.46778,672.1994400000001,1030.98072,634.05313,938.19245,1345.42981,2309.39675,,,943.34735,1241.30078,1515.5416500000001,525.80017,348.47148860000004,1247.48664,922.7277200000002,723.74848
CHN,,2390.53493,2122.4800299999997,650.2395329999999,,1577.09119,1947.21323,792.51487,,1285.32367,1230.68165,586.31873,1228.6196899999998,2100.82933,586.31873,1728.64543,1062.6318099999999,2301.66443,586.31873,1129.6455700000001,2581.26633,798.70075,586.31873,1372.9570399999998,,942.00708,1696.16943,2370.9463299999998,1045.10514,751.2756400000001,756.4305499999999,1317.28406,931.6972699999999,870.86942,,936.85218,,1331.71778,2912.21133,4621.57723,2535.90323,1199.75226,1470.90015,1321.4079599999998,1076.0345499999999,,,,983.24631,586.31873,586.31873,1935.87243,1571.93628,586.31873,1224.49579,1479.1480099999999,921.3874599999999,1827.61953,584.2567686,586.31873,586.31873,2120.41793,586.31873,976.02942,586.31873,,854.3737199999999,1950.30613,586.31873,1189.44245,1645.13583,,1709.05673,1079.12751,1364.70917,1674.00343,586.31873,2436.92913,,1148.20319,,924.4804099999999,919.3254999999999,1148.20319,586.31873,1342.02759,586.31873,1150.2651999999998,,1327.2845499999999,924.4804099999999,1469.86921,1765.76063,1261.6110899999999,974.9984499999999,586.31873,1613.17553,803.85566,1005.10309,586.31873,1563.68842,1320.37702,957.47178,1416.2581799999998,999.74198,938.9141299999999,1434.8158600000002,862.6215599999999,1442.0327200000002,1862.67283,1304.9123,1555.4406199999999,,1187.3805,833.7540899999999,586.31873,586.31873,586.31873,,,940.9760799999999,,714.1603399999999,1354.39936,1783.2873299999999,1153.3581,857.46665,792.51487,1240.99146,823.4442899999999,1083.25144,1004.89689,888.39609,,1127.5836199999999,1598.74173,1140.98633,900.7678599999999,979.12238,800.76271,,1843.08423,2278.26123,1015.2067,586.31873,715.1913199999999,829.63018,,1047.16712,1079.12751,2383.11193,1143.04828,1269.8589499999998,1235.83655,1313.1601,1488.42682,586.31873,1061.6008299999999,,586.31873,1240.99146,725.5011199999999,,1460.5904,586.31873,1380.17389,1257.4871899999998,1791.53513,2146.1925300000003,1871.95163,854.3737199999999,1570.90528,1831.74343,787.35997,740.96584,1877.10653,676.01405,1752.35793,1082.22046,1148.20319,586.31873,586.31873,586.31873,802.82468,,1033.76435,2204.95833,,1791.53513,1477.08606,870.86942,1084.28241,1173.97773,1127.5836199999999,1079.12751,1498.73664,1349.2444500000001,1408.01038,,2364.76053,1316.2530599999998,907.9847199999999,1266.766,869.83841,1173.97773,1581.21509,2545.18203,,,1179.13263,1477.08606,1751.32693,761.5854499999999,584.2567686,1483.2719200000001,1158.5130000000001,959.53376
CIV,,2343.4190799999997,2075.3641799999996,603.1236829999998,,1529.97534,1900.09738,745.3990199999998,,1238.2078199999999,1183.5657999999999,539.2028799999998,1181.5038399999996,2053.71348,539.2028799999998,1681.52958,1015.5159599999998,2254.5485799999997,539.2028799999998,1082.52972,2534.15048,751.5848999999998,539.2028799999998,1325.8411899999996,,894.8912299999998,1649.0535799999998,2323.8304799999996,997.9892899999998,704.1597899999999,709.3146999999998,1270.1682099999998,884.5814199999998,823.7535699999999,,889.7363299999998,1483.47815,,2865.09548,4574.46138,2488.7873799999998,1152.6364099999998,1423.7842999999998,1274.2921099999996,1028.9186999999997,,,,936.1304599999999,539.2028799999998,539.2028799999998,1888.7565799999998,1524.8204299999998,539.2028799999998,1177.3799399999998,1432.0321599999997,874.2716099999998,1780.5036799999998,537.1409185999998,539.2028799999998,539.2028799999998,2073.30208,539.2028799999998,928.9135699999998,539.2028799999998,,807.2578699999998,1903.1902799999998,539.2028799999998,1142.3265999999999,1598.0199799999998,,1661.9408799999999,1032.01166,1317.59332,1626.8875799999998,539.2028799999998,2389.81328,,1101.0873399999998,,877.3645599999998,872.2096499999998,1101.0873399999998,539.2028799999998,1294.9117399999998,539.2028799999998,1103.1493499999997,,1280.1686999999997,877.3645599999998,1422.75336,1718.6447799999999,1214.4952399999997,927.8825999999998,539.2028799999998,1566.0596799999998,756.7398099999998,957.9872399999998,539.2028799999998,1516.5725699999998,1273.2611699999998,910.3559299999998,1369.1423299999997,952.6261299999999,891.7982799999997,1387.70001,815.5057099999998,1394.91687,1815.5569799999998,1257.7964499999998,1508.3247699999997,,1140.2646499999998,786.6382399999998,539.2028799999998,539.2028799999998,539.2028799999998,,,893.8602299999998,,667.0444899999998,1307.2835099999998,1736.1714799999997,1106.2422499999998,810.3507999999998,745.3990199999998,1193.8756099999998,776.3284399999998,1036.1355899999999,957.7810399999998,841.2802399999998,,1080.4677699999997,1551.6258799999998,1093.8704799999998,853.6520099999998,932.0065299999999,753.6468599999998,,1795.9683799999998,2231.14538,968.0908499999998,539.2028799999998,668.0754699999998,782.5143299999999,,1000.0512699999999,1032.01166,2335.99608,1095.9324299999998,1222.7430999999997,1188.7206999999999,1266.04425,1441.3109699999998,539.2028799999998,1014.4849799999998,,539.2028799999998,1193.8756099999998,678.3852699999998,,1413.47455,539.2028799999998,1333.05804,1210.3713399999997,1744.4192799999998,2099.07668,1824.8357799999999,807.2578699999998,1523.7894299999998,1784.6275799999999,740.2441199999998,693.8499899999998,1829.9906799999999,628.8981999999999,1705.2420799999998,1035.1046099999999,1101.0873399999998,539.2028799999998,539.2028799999998,539.2028799999998,755.7088299999998,,986.6484999999998,2157.84248,,1744.4192799999998,1429.97021,823.7535699999999,1037.16656,1126.86188,1080.4677699999997,1032.01166,1451.62079,1302.1286,1360.8945299999998,,2317.64468,1269.1372099999996,860.8688699999998,1219.65015,822.7225599999998,1126.86188,1534.0992399999998,2498.06618,,,1132.01678,1429.97021,1704.2110799999998,714.4695999999998,537.1409185999998,1436.15607,1111.39715,912.4179099999999
CMR,,3133.1503000000002,2865.0954,1392.854903,,2319.70656,2689.8286,1535.13024,,2027.93904,1973.29702,1328.9341,1971.2350599999997,2843.4447,1328.9341,2471.2608,1805.2471799999998,3044.2798000000003,1328.9341,1872.2609400000001,3323.8817,1541.31612,1328.9341,2115.5724099999998,,1684.6224499999998,2438.7848,3113.5617,1787.7205099999999,1493.89101,1499.04592,2059.89943,1674.3126399999999,1613.48479,,1679.4675499999998,2273.20937,2074.33315,,5364.1926,3278.5186,1942.36763,2213.51552,2064.02333,1818.6499199999998,,,,1725.86168,1328.9341,1328.9341,2678.4878,2314.55165,1328.9341,1967.11116,2221.76338,1664.00283,2570.2349,1326.8721386,1328.9341,1328.9341,2863.0333,1328.9341,1718.6447899999998,1328.9341,,1596.98909,2692.9215,1328.9341,1932.05782,2387.7511999999997,,2451.6721,1821.74288,2107.32454,2416.6188,1328.9341,3179.5445,,1890.81856,,1667.0957799999999,1661.94087,1890.81856,1328.9341,2084.64296,1328.9341,1892.8805699999998,,2069.89992,1667.0957799999999,2212.4845800000003,2508.376,2004.2264599999999,1717.61382,1328.9341,2355.7909,1546.47103,1747.71846,1328.9341,2306.30379,2062.99239,1700.0871499999998,2158.87355,1742.35735,1681.5294999999999,2177.43123,1605.23693,2184.64809,2605.2882,2047.52767,2298.05599,,1929.99587,1576.36946,1328.9341,1328.9341,1328.9341,,,1683.59145,,1456.77571,2097.01473,2525.9026999999996,1895.97347,1600.0820199999998,1535.13024,1983.60683,1566.05966,1825.86681,1747.51226,1631.01146,,1870.1989899999999,2341.3571,1883.6017,1643.38323,1721.73775,1543.37808,,2585.6996,3020.8766,1757.82207,1328.9341,1457.80669,1572.2455499999999,,1789.78249,1821.74288,3125.7273,1885.66365,2012.4743199999998,1978.45192,2055.77547,2231.04219,1328.9341,1804.2161999999998,,1328.9341,1983.60683,1468.1164899999999,,2203.20577,1328.9341,2122.78926,2000.1025599999998,2534.1504999999997,2888.8079,2614.567,1596.98909,2313.52065,2574.3588,1529.97534,1483.5812099999998,2619.7219,1418.62942,2494.9732999999997,1824.83583,1890.81856,1328.9341,1328.9341,1328.9341,1545.44005,,1776.37972,2947.5737,,2534.1504999999997,2219.70143,1613.48479,1826.89778,1916.5931,1870.1989899999999,1821.74288,2241.35201,2091.85982,2150.62575,,3107.3759,2058.8684299999995,1650.60009,2009.38137,1612.4537799999998,1916.5931,2323.83046,3287.7974,,,1921.748,2219.70143,2493.9422999999997,1504.20082,1326.8721386,2225.88729,1901.1283700000001,1702.14913
COD,,6673.538,6405.4830999999995,4933.242603,,5860.09426,6230.2163,5075.51794,,5568.3267399999995,5513.684719999999,4869.3218,5511.622759999999,6383.832399999999,4869.3218,6011.648499999999,5345.63488,6584.6675,4869.3218,5412.648639999999,6864.269399999999,5081.70382,4869.3218,5655.96011,,5225.01015,5979.1725,6653.9493999999995,5328.108209999999,5034.27871,5039.43362,5600.28713,5214.700339999999,5153.87249,,5219.85525,5813.59707,5614.72085,7195.2144,,6818.9063,5482.75533,5753.90322,5604.411029999999,5359.03762,,,,5266.249379999999,4869.3218,4869.3218,6218.8755,5854.93935,4869.3218,5507.49886,5762.15108,5204.39053,6110.6226,4867.2598386,4869.3218,4869.3218,6403.421,4869.3218,5259.03249,4869.3218,,5137.376789999999,6233.3092,4869.3218,5472.445519999999,5928.1389,,5992.0598,5362.13058,5647.71224,5957.0064999999995,4869.3218,6719.932199999999,,5431.20626,,5207.48348,5202.32857,5431.20626,4869.3218,5625.030659999999,4869.3218,5433.26827,,5610.28762,5207.48348,5752.87228,6048.7636999999995,5544.614159999999,5258.00152,4869.3218,5896.178599999999,5086.85873,5288.106159999999,4869.3218,5846.691489999999,5603.38009,5240.47485,5699.26125,5282.7450499999995,5221.9172,5717.818929999999,5145.624629999999,5725.03579,6145.6759,5587.91537,5838.44369,,5470.38357,5116.75716,4869.3218,4869.3218,4869.3218,,,5223.97915,,4997.16341,5637.402429999999,6066.2904,5436.36117,5140.46972,5075.51794,5523.99453,5106.44736,5366.25451,5287.89996,5171.39916,,5410.58669,5881.7447999999995,5423.9893999999995,5183.77093,5262.12545,5083.76578,,6126.087299999999,6561.2643,5298.2097699999995,4869.3218,4998.19439,5112.63325,,5330.17019,5362.13058,6666.115,5426.05135,5552.86202,5518.83962,5596.16317,5771.429889999999,4869.3218,5344.6039,,4869.3218,5523.99453,5008.50419,,5743.59347,4869.3218,5663.17696,5540.49026,6074.5382,6429.1956,6154.9547,5137.376789999999,5853.90835,6114.746499999999,5070.363039999999,5023.96891,6160.1096,4959.0171199999995,6035.361,5365.223529999999,5431.20626,4869.3218,4869.3218,4869.3218,5085.8277499999995,,5316.76742,6487.9614,,6074.5382,5760.08913,5153.87249,5367.28548,5456.980799999999,5410.58669,5362.13058,5781.73971,5632.24752,5691.0134499999995,,6647.7636,5599.25613,5190.98779,5549.769069999999,5152.84148,5456.980799999999,5864.218159999999,6828.1851,,,5462.1357,5760.08913,6034.33,5044.588519999999,4867.2598386,5766.27499,5441.51607,5242.53683
COG,,4010.5150000000003,3742.4601000000002,2270.219603,,3197.07126,3567.1933,2412.49494,,2905.3037400000003,2850.66172,2206.2988,2848.59976,3720.8094,2206.2988,3348.6255,2682.61188,3921.6445000000003,2206.2988,2749.62564,4201.2464,2418.68082,2206.2988,2992.93711,,2561.98715,3316.1495,3990.9264000000003,2665.08521,2371.25571,2376.41062,2937.26413,2551.67734,2490.84949,,2556.83225,3150.57407,2951.69785,4532.1914,6241.5573,,2819.73233,3090.88022,2941.38803,2696.01462,,,,2603.22638,2206.2988,2206.2988,3555.8525,3191.91635,2206.2988,2844.47586,3099.12808,2541.36753,3447.5996,2204.2368386,2206.2988,2206.2988,3740.398,2206.2988,2596.00949,2206.2988,,2474.35379,3570.2862,2206.2988,2809.42252,3265.1159,,3329.0368,2699.10758,2984.68924,3293.9835000000003,2206.2988,4056.9092,,2768.18326,,2544.46048,2539.30557,2768.18326,2206.2988,2962.00766,2206.2988,2770.24527,,2947.26462,2544.46048,3089.8492800000004,3385.7407000000003,2881.59116,2594.97852,2206.2988,3233.1556,2423.8357300000002,2625.08316,2206.2988,3183.66849,2940.35709,2577.45185,3036.23825,2619.72205,2558.8942,3054.79593,2482.60163,3062.01279,3482.6529,2924.89237,3175.42069,,2807.36057,2453.73416,2206.2988,2206.2988,2206.2988,,,2560.95615,,2334.14041,2974.37943,3403.2673999999997,2773.33817,2477.44672,2412.49494,2860.97153,2443.42436,2703.23151,2624.87696,2508.37616,,2747.56369,3218.7218000000003,2760.9664000000002,2520.74793,2599.10245,2420.74278,,3463.0643,3898.2413,2635.1867700000003,2206.2988,2335.17139,2449.61025,,2667.14719,2699.10758,4003.092,2763.02835,2889.83902,2855.81662,2933.14017,3108.40689,2206.2988,2681.5809,,2206.2988,2860.97153,2345.48119,,3080.57047,2206.2988,3000.15396,2877.46726,3411.5152,3766.1726,3491.9317,2474.35379,3190.88535,3451.7235,2407.34004,2360.94591,3497.0866,2295.99412,3372.3379999999997,2702.20053,2768.18326,2206.2988,2206.2988,2206.2988,2422.8047500000002,,2653.74442,3824.9384,,3411.5152,3097.06613,2490.84949,2704.26248,2793.9578,2747.56369,2699.10758,3118.71671,2969.22452,3027.9904500000002,,3984.7406,2936.2331299999996,2527.96479,2886.74607,2489.81848,2793.9578,3201.19516,4165.1621,,,2799.1127,3097.06613,3371.307,2381.56552,2204.2368386,3103.25199,2778.4930700000004,2579.51383
COL,,2458.88893,2190.83403,718.593533,,1645.44519,2015.56723,860.86887,,1353.67767,1299.03565,654.67273,1296.9736899999998,2169.18333,654.67273,1796.99943,1130.9858100000001,2370.01843,654.67273,1197.9995700000002,2649.6203299999997,867.05475,654.67273,1441.3110399999998,,1010.36108,1764.52343,2439.30033,1113.45914,819.6296400000001,824.78455,1385.63806,1000.0512699999999,939.22342,,1005.20618,1598.9479999999999,1400.07178,2980.5653300000004,4689.93123,2604.25723,,1539.25415,1389.7619599999998,1144.3885500000001,,,,1051.60031,654.67273,654.67273,2004.22643,1640.2902800000002,654.67273,1292.84979,1547.5020100000002,989.74146,1895.97353,652.6107686,654.67273,654.67273,2188.77193,654.67273,1044.3834200000001,654.67273,,922.72772,2018.66013,654.67273,1257.79645,1713.48983,,1777.41073,1147.48151,1433.06317,1742.35743,654.67273,2505.28313,,1216.55719,,992.8344099999999,987.6795,1216.55719,654.67273,1410.38159,654.67273,1218.6192,,1395.6385500000001,992.8344099999999,1538.22321,1834.11463,1329.9650899999997,1043.3524499999999,654.67273,1681.52953,872.20966,1073.4570899999999,654.67273,1632.04242,1388.7310200000002,1025.8257800000001,1484.61218,1068.09598,1007.2681299999999,1503.1698600000002,930.97556,1510.3867200000002,1931.02683,1373.2663,1623.7946200000001,,1255.7345,902.10809,654.67273,654.67273,654.67273,,,1009.33008,,782.51434,1422.7533599999997,1851.64133,1221.7121,925.82065,860.86887,1309.34546,891.79829,1151.60544,1073.25089,956.75009,,1195.9376200000002,1667.09573,1209.34033,969.12186,1047.47638,869.11671,,1911.43823,2346.6152300000003,1083.5607,654.67273,783.54532,897.98418,,1115.52112,1147.48151,2451.4659300000003,1211.40228,1338.21295,1304.19055,1381.5140999999999,1556.78082,654.67273,1129.9548300000001,,654.67273,1309.34546,793.8551199999999,,1528.9443999999999,654.67273,1448.5278899999998,1325.84119,1859.88913,2214.54653,1940.30563,922.72772,1639.25928,1900.09743,855.71397,809.31984,1945.46053,744.36805,1820.71193,1150.57446,1216.55719,654.67273,654.67273,654.67273,871.17868,,1102.11835,2273.3123299999997,,1859.88913,1545.4400600000001,939.22342,1152.63641,1242.3317299999999,1195.9376200000002,1147.48151,1567.09064,1417.5984500000002,1476.36438,,2433.11453,1384.6070599999998,976.33872,1335.12,938.19241,1242.3317299999999,1649.56909,2613.53603,,,1247.4866299999999,1545.4400600000001,1819.68093,829.93945,652.6107686,1551.6259200000002,1226.8670000000002,1027.88776
